away_team,home_team,map,away_main_dps_kills,away_main_dps_deaths,away_main_dps_ults,away_main_dps_kdr,away_flex_dps_kills,away_flex_dps_deaths,away_flex_dps_ults,away_flex_dps_kdr,away_main_support_kills,away_main_support_deaths,away_main_support_ults,away_main_support_kdr,away_flex_support_kills,away_flex_support_deaths,away_flex_support_ults,away_flex_support_kdr,away_main_tank_kills,away_main_tank_deaths,away_main_tank_ults,away_main_tank_kdr,away_flex_tank_kills,away_flex_tank_deaths,away_flex_tank_ults,away_flex_tank_kdr,home_main_dps_kills,hom_main_dps_deaths,hom_main_dps_ults,hom_main_dps_kdr,home_flex_dps_kills,hom_flex_dps_deaths,hom_flex_dps_ults,hom_flex_dps_kdr,home_main_support_kills,hom_main_support_deaths,hom_main_support_ults,hom_main_support_kdr,home_flex_support_kills,hom_flex_support_deaths,hom_flex_support_ults,hom_flex_support_kdr,home_main_tank_kills,hom_main_tank_deaths,hom_main_tank_ults,hom_main_tank_kdr,home_flex_tank_kills,hom_flex_tank_deaths,hom_flex_tank_ults,hom_flex_tank_kdr,away_team_goats,away_team_Winston_goats,away_team_sombra_goats,away_team_ana_goats,away_team_dive,away_team_wrecking_crew,home_team_goats,home_team_Winston_goats,home_team_sombra_goats,home_team_ana_goats,home_team_dive,home_team_wrecking_crew
WAS,PHI,2,6,5,6,+2,1,8,5,-1,4,7,5,-2,12,5,5,0,1,7,4,-2,3,7,7,0,15,6,6,+3,9,4,6,+3,8,6,7,+1,2,2,6,0,2,4,4,-3,3,5,7,-1,0.988,0.012,0,0,-0.012,0.012,0.755,0.245,0.003,0,-0.0,0.0
WAS,PHI,3,4,8,7,+2,1,10,6,-6,8,10,4,0,6,5,4,+2,2,8,3,-1,2,8,6,-2,13,2,6,+2,5,4,6,+1,9,4,6,-1,7,3,5,+1,3,3,4,-1,12,7,6,+3,0.709,0.291,0.011,0.228,-0.0,0.0,0.866,0.134,0,0,0.0,0.0
WAS,PHI,4,10,6,7,-1,7,8,6,0,8,9,5,+1,7,6,4,+2,2,9,4,-3,5,11,6,+1,11,5,6,+3,8,8,7,-1,8,10,8,-2,6,6,5,0,4,4,4,0,11,6,7,0,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0.003,0,0.0,0.0
SEO,BOS,1,11,7,7,+1,4,6,7,-1,7,10,7,-2,13,4,6,+3,0,6,5,-1,5,6,8,+1,4,6,7,-1,5,9,8,-2,7,12,7,-2,13,7,7,+4,5,5,6,-1,6,4,6,+1,0.753,0.244,0,0,-0.017,0.019,0.729,0.271,0.025,0,-0.044,0.057
SEO,BOS,2,18,7,10,+2,18,7,10,+2,4,10,11,-1,7,6,12,0,5,10,8,-3,8,10,11,-2,12,7,9,+1,2,14,8,-1,10,12,9,+1,15,11,11,+2,3,8,8,-1,10,8,10,-3,0.811,0.015,0.11,0,-0.015,0.015,0.775,0.205,0,0.017,-0.003,0.013
SEO,BOS,3,12,4,9,+2,5,5,8,+2,11,5,10,+2,10,3,8,+1,4,4,5,-2,2,6,8,0,5,8,8,-1,4,8,8,0,7,12,6,-4,5,7,7,0,2,3,6,0,4,6,8,0,1.0,0.0,0,0,0.0,0.0,0.926,0.074,0,0.002,0.0,-0.0
SEO,BOS,4,6,4,7,0,6,4,7,0,5,14,6,-3,3,4,7,+1,5,11,5,-3,2,9,9,-2,10,3,7,+2,4,9,6,-2,11,8,6,-1,15,6,7,+3,6,4,5,+2,6,2,8,+1,0.901,-0.281,0,0,0.281,-0.278,0.907,-0.043,0,0,0.136,-0.136
FLA,GZC,1,4,4,3,+1,4,6,4,0,0,6,1,0,4,6,2,0,0,5,2,-1,1,5,3,0,8,2,2,+1,5,2,3,-1,7,3,3,+2,7,3,4,-1,2,1,2,-1,3,1,4,0,0.253,-0.009,0,0.012,0.009,0.737,0.234,0.193,0,0,0.0,0.572
FLA,GZC,2,9,3,5,+2,6,3,7,+1,7,3,8,+1,4,0,5,+1,2,1,4,0,7,2,5,+1,3,7,4,-1,2,4,6,+1,4,10,6,-2,2,5,7,0,0,6,3,-3,1,4,6,-1,0.28,0.7,0,0,-0.067,0.067,0.826,0.147,0,0,0.017,-0.017
FLA,GZC,3,0,4,3,0,1,4,3,0,2,5,2,-2,1,2,4,0,2,4,2,0,1,3,3,-1,7,1,3,+2,3,1,3,+1,3,1,4,+1,4,2,3,+1,3,2,2,-1,2,1,3,-1,0.598,0.366,0,0,0.036,-0.028,0.386,0.578,0.041,0,0.02,-0.012
FLA,GZC,4,5,4,9,0,6,5,8,+3,4,8,7,-2,5,4,9,0,10,4,5,+2,4,3,6,+2,9,6,8,-2,2,4,7,+1,5,13,6,-3,7,7,5,-1,2,4,7,+1,2,4,8,-1,0.628,0.372,0.207,0.437,-0.018,0.035,0.999,-0.015,0,0.478,0.015,0.008
FLA,GZC,5,2,5,5,+2,1,6,5,0,1,6,4,-2,3,5,4,+1,1,4,3,+1,1,5,5,-1,4,1,5,0,3,3,5,-3,7,2,4,0,9,2,5,+1,3,0,4,0,3,2,6,0,0.267,0.729,0,0.009,0.004,0.004,0.398,0.458,0.405,0.011,-0.007,0.157
SFS,HZS,1,4,6,4,-1,1,3,6,0,5,6,5,-4,4,7,5,-2,6,1,4,+1,4,3,6,+1,6,3,6,0,5,3,5,+2,2,6,5,-2,6,4,5,+4,5,3,4,+1,2,5,6,0,0.583,0.268,0,0,0.048,-0.048,0.689,0.311,0,0,0.0,0.0
SFS,HZS,2,3,4,5,0,2,6,4,-3,5,5,4,-1,1,2,4,0,3,5,3,-1,3,7,5,-2,10,3,4,+2,2,3,4,0,9,5,3,+5,4,1,3,+1,1,4,2,-1,3,1,5,0,0.981,0.019,0,0,-0.019,0.019,0.987,0.013,0,0,-0.013,0.013
SFS,HZS,3,9,6,10,0,11,8,9,-3,16,11,9,-1,9,6,9,+3,4,5,7,+2,3,6,10,-3,11,5,11,+2,5,12,9,-1,11,9,8,+3,11,9,7,+3,1,9,6,-2,3,8,9,-3,0.983,-0.051,0,0,0.051,-0.051,0.929,0.071,0,0.043,-0.071,0.093
SFS,HZS,4,6,3,6,-1,5,2,5,+1,15,2,7,+2,10,1,5,+3,7,4,3,-1,5,0,7,+2,3,10,5,-2,3,8,6,-2,2,10,3,+1,1,10,3,-1,0,5,4,0,3,7,6,-2,1.0,-0.045,0,0,0.045,-0.045,0.937,-0.147,0,0.018,0.147,-0.058
GLA,LDN,1,10,5,6,+4,5,6,7,-1,5,8,7,+2,9,3,5,0,1,5,5,-1,5,6,6,0,6,6,7,-3,5,8,6,-3,5,9,6,-1,9,4,5,0,2,3,5,0,5,5,6,+3,1.0,0.0,0,0.005,0.0,0.0,0.867,0.133,0,0.018,-0.016,0.024
GLA,LDN,2,12,5,9,0,6,8,9,-2,8,8,9,+4,10,6,9,-1,7,8,6,0,5,6,10,-2,9,9,11,0,5,10,8,-3,8,11,11,+1,11,6,9,+2,4,6,7,0,5,6,10,+1,1.0,0.0,0,0,0.0,0.0,0.714,0.14,0,0,-0.0,0.0
GLA,LDN,3,14,2,6,0,5,4,6,+1,3,8,4,-3,9,3,5,+1,5,5,5,-1,4,2,6,+1,5,7,6,+2,4,7,5,0,3,6,5,0,4,7,4,+1,4,6,5,0,4,7,6,-2,0.51,0.461,0,0,-0.015,0.036,0.34,0.637,0.004,0,0.011,-0.003
GLA,LDN,4,1,9,5,-3,0,10,5,-3,1,12,7,-2,1,5,3,-2,2,11,4,-3,3,4,7,-1,20,2,8,+8,5,1,7,+1,12,1,8,+3,20,2,8,+8,0,2,4,-1,8,1,6,+1,1.0,-0.009,0,0.022,0.009,-0.004,1.0,0.0,0.728,0,0.0,0.0
TOR,NYE,1,7,6,4,0,3,7,3,-1,4,11,3,+1,1,5,4,0,1,4,2,-1,3,5,5,-2,10,4,4,+3,5,3,4,-1,8,4,4,+2,8,4,5,0,3,2,3,-1,5,2,5,0,0.681,0.0,0,0,0.0,0.207,0.655,-0.002,0,0,0.002,0.172
TOR,NYE,2,6,10,8,-2,3,8,6,-4,2,10,6,-3,6,10,8,-2,0,4,5,0,5,7,7,+1,11,4,9,+1,3,4,6,+1,11,4,9,+3,7,4,8,+1,4,2,5,0,9,2,8,+4,1.0,-0.002,0.381,0,0.003,-0.003,1.0,0.0,0,0.002,0.0,0.001
TOR,NYE,3,2,8,4,0,1,8,5,+1,3,8,4,0,6,5,4,-1,1,6,3,-1,1,8,4,-3,10,2,6,0,12,2,4,+2,7,3,5,0,2,3,4,0,1,1,4,0,11,2,4,+2,0.87,0.13,0.003,0,-0.019,0.019,0.6,0.4,0,0,0.0,0.0
TOR,NYE,4,7,3,7,+2,5,3,7,+1,5,5,7,-2,13,3,6,+4,4,5,3,+1,3,1,7,0,5,6,7,0,1,8,6,-5,2,10,6,-4,5,6,7,0,1,2,4,0,4,6,6,+2,1.0,0.0,0,0,0.0,0.0,0.986,-0.012,0.025,0,0.012,-0.01
VAN,VAL,1,10,0,5,+1,5,1,4,0,5,2,3,0,4,1,2,+1,8,0,2,+1,2,2,3,0,2,6,2,0,1,7,4,+1,1,7,2,-1,1,4,2,0,2,6,2,-2,0,7,3,-1,0.508,0.492,0,0,-0.0,0.0,0.508,0.492,0,0,-0.0,0.006
VAN,VAL,2,7,4,9,+1,7,7,9,-2,6,9,10,+1,8,4,7,+2,9,6,6,-1,7,3,11,+1,7,7,9,+2,7,8,8,-3,5,10,8,-3,7,7,5,+1,2,5,6,0,4,7,9,+1,1.0,0.0,0.002,0,0.0,0.0,1.0,-0.016,0,0,0.016,-0.008
VAN,VAL,3,7,0,2,+1,4,0,2,+2,6,2,1,+2,5,0,2,0,1,0,1,0,2,1,2,+1,1,5,1,0,0,5,1,-3,1,5,1,-1,0,3,1,0,0,2,1,0,1,5,2,-2,0.153,0.813,0,0,0.003,-0.003,0.777,0.197,0.473,0.017,-0.013,0.013
VAN,VAL,4,6,8,6,0,4,7,6,0,5,13,6,-1,6,4,5,0,2,6,4,-2,6,8,7,-1,12,4,6,+2,8,6,7,+1,4,7,7,-2,6,4,5,+2,2,3,3,-1,10,5,6,+1,0.957,0.03,0,0,-0.03,0.03,1.0,0.0,0,0,0.0,0.0
 SHD,CDH,1,12,4,8,-1,11,4,7,+1,9,6,7,-1,6,1,8,+1,4,4,4,+2,7,4,7,+3,2,5,6,+1,3,9,7,-1,7,13,6,-5,9,6,6,+1,1,10,4,-1,2,7,8,0,0.0,6.0,6.0,6.0,-6.0,6.0,0.3,0.7,0.004,0,-0.696,0.696
 SHD,CDH,2,11,7,4,+2,4,4,7,-1,4,10,3,+1,6,4,7,0,3,4,4,0,3,6,6,0,8,1,7,0,10,6,8,+1,5,6,7,0,7,6,4,-2,2,7,4,-2,3,5,8,+1,0.0,6.0,6.0,6.0,-6.0,6.0,0.0,0.276,0,0.209,-0.276,0.276
SHD,CDH,3,8,6,8,-2,12,6,7,-1,12,10,6,-1,8,6,8,-2,4,9,4,-2,11,5,8,+1,16,9,9,+7,16,9,9,+7,7,16,7,-1,3,6,11,0,4,11,7,-2,2,10,8,0,0.584,-0.584,0,0,1.164,-1.164,0.116,0.269,0,0.007,-0.269,0.278
 SHD,CDH,4,10,5,4,+7,6,5,4,0,9,7,4,-1,16,2,4,+1,4,2,4,0,5,6,4,+1,4,9,5,-1,10,12,6,-2,2,9,4,-1,5,7,6,-1,0,7,5,-2,5,6,3,-1,0.0,2.241,2.241,2.241,-2.241,4.093,0.0,-0.52,0,0,0.52,0.262
PAR,ATL,1,2,9,3,-1,4,7,4,-3,2,10,3,-3,5,5,4,-1,0,6,3,-1,4,9,3,+1,9,5,3,0,7,3,5,+2,8,3,4,+4,9,1,4,+1,4,2,3,+2,9,3,3,-1,0.339,0.516,0,0,0.08,-0.08,0.339,-0.359,0,0,0.359,-0.29
PAR,ATL,2,5,12,6,-4,2,11,8,-2,3,14,5,0,6,5,5,+2,2,9,5,0,5,12,7,-1,18,3,8,+5,9,3,8,-1,11,6,10,-3,12,3,8,+2,4,3,5,+1,9,5,7,+1,1.0,-0.005,0,0,0.005,-0.005,1.0,0.0,0,0,0.0,0.0
PAR,ATL,3,6,6,2,-1,1,4,2,-1,1,4,1,0,2,3,2,0,0,5,2,-4,1,6,3,0,4,1,4,0,4,1,4,0,6,2,2,0,2,1,3,0,1,2,3,0,3,3,2,+1,0.645,-0.328,0,0,0.328,-0.211,0.112,-0.533,0,0,0.859,-0.415
PAR,ATL,4,10,12,8,0,4,13,10,-3,11,16,10,+3,10,8,8,+1,8,13,7,-3,10,11,9,0,16,10,10,-2,10,8,10,+1,7,12,11,+2,10,5,10,0,14,10,8,-1,13,10,9,+2,1.0,0.0,0,0.023,0.0,0.012,1.0,-0.08,0,0,0.08,-0.06
FLA,HOU,1,8,10,6,0,1,11,6,0,7,10,5,-4,4,5,7,-1,1,9,4,+1,6,10,6,-1,13,3,8,+3,12,5,7,+1,10,6,6,+3,6,5,6,0,8,3,5,0,4,8,6,-2,0.507,0.432,0,0,-0.336,0.346,0.604,-0.06,0,0,0.227,-0.227
FLA,HOU,2,11,8,9,0,9,9,8,-1,12,11,9,-4,11,8,9,0,12,11,5,+1,3,11,11,-2,16,14,8,-1,5,13,8,-2,7,13,8,0,18,7,9,+4,6,11,5,+2,7,9,7,+1,0.994,0.005,0.788,0.714,-0.005,0.006,0.996,0.004,0.961,0.351,-0.004,0.005
FLA,HOU,3,6,8,6,+1,7,11,6,-5,9,9,7,+1,10,7,5,+2,5,9,3,-1,6,9,6,-1,11,8,6,0,14,6,6,-1,11,8,5,+4,5,4,7,0,6,10,4,+1,6,7,6,-1,0.369,0.322,0,0.042,0.299,-0.29,0.584,0.058,0.365,0.259,0.009,-0.002
FLA,HOU,4,9,3,5,0,10,4,6,+3,8,6,6,+1,12,4,6,+2,2,3,4,0,6,6,5,0,10,7,5,0,2,12,4,-5,3,7,4,-2,4,7,5,+3,1,8,4,-1,4,6,5,-1,0.764,0.236,0.4,0.4,-0.031,0.041,1.0,0.0,0.031,0.066,0.0,0.016
SFS,WAS,1,4,7,9,-1,3,8,9,0,15,9,7,+2,9,6,6,+1,3,7,5,0,2,6,8,-1,15,4,9,+2,3,7,8,-1,10,10,10,-1,6,8,6,+1,4,5,5,-2,4,4,9,-2,0.563,0.395,0,0,-0.008,0.008,0.613,0.387,0,0,0.0,0.0
SFS,WAS,2,7,2,7,+1,5,3,6,-1,6,3,6,-2,8,1,5,0,4,1,5,+2,9,1,7,+3,2,9,5,0,1,5,6,+1,1,9,5,-3,4,6,6,+2,1,4,5,-2,2,8,6,-1,0.9,0.1,0,0,-0.0,0.0,0.937,0.063,0,0,-0.0,0.0
SFS,WAS,3,7,0,4,+2,1,0,3,0,12,1,3,+2,7,0,2,+2,1,0,2,0,5,0,3,+1,0,6,2,-1,1,6,2,-1,0,6,2,-2,0,5,3,-2,0,4,2,0,0,6,2,-1,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0
SFS,WAS,4,14,2,7,+3,8,3,6,0,13,5,7,+1,10,3,4,+2,6,3,3,+2,7,3,5,-1,2,13,4,-3,7,9,6,+1,4,11,4,-3,2,7,4,+1,1,8,3,-3,2,10,5,0,1.0,0.0,0,0,0.0,0.0,0.989,-0.016,0,0,0.016,-0.003
 SHD,DAL,1,2,7,5,-1,3,6,6,+1,1,6,5,-2,7,5,5,+2,1,6,4,0,1,4,6,-1,4,2,6,-1,4,2,5,0,6,4,5,0,8,1,5,+1,5,2,3,+1,6,4,5,0,0.0,6.0,6.0,6.0,-6.0,6.0,0.382,0.619,0,0.048,0.0,0.0
 SHD,DAL,2,11,4,7,+1,12,1,8,+4,9,9,8,+2,12,1,8,+4,5,3,4,+1,4,6,9,-1,12,9,7,0,1,9,9,0,7,12,6,-3,6,8,5,0,0,5,4,-1,2,8,6,-1,0.0,6.0,6.0,6.0,-6.0,6.0,0.802,0.198,0.054,0.293,-0.0,0.0
 SHD,DAL,3,14,3,8,-1,5,9,8,0,9,12,7,-3,6,5,8,+2,11,3,6,+1,5,5,8,0,9,9,8,0,5,7,11,+1,8,12,8,+1,5,7,11,+1,2,5,5,0,10,9,8,+1,0.0,6.0,6.0,6.0,-6.0,6.0,0.792,0.184,0.577,0,-0.022,0.035
 SHD,DAL,4,13,8,7,0,5,6,6,+2,6,13,7,-2,5,6,6,+2,7,7,3,-1,6,9,8,0,9,12,6,-1,7,11,6,-4,14,14,5,0,10,4,8,+1,6,6,4,+2,7,7,6,+1,0.0,5.939,5.939,5.939,-5.939,5.969,1.0,-0.005,0.995,0,0.005,-0.003
 SHD,DAL,5,5,6,5,0,1,6,4,-1,6,8,5,0,3,5,3,0,3,5,4,0,2,8,4,0,11,2,4,0,3,4,6,-1,3,6,4,-3,7,3,4,+4,7,0,4,0,6,5,4,+1,0.0,6.0,6.0,6.0,-6.0,6.0,0.571,0.429,0.051,0,-0.0,0.0
BOS,TOR,1,0,7,3,-2,3,7,4,-2,4,7,5,0,5,6,2,+2,1,5,3,-1,2,5,4,+1,9,2,6,0,4,3,4,+1,7,3,4,-1,10,3,4,+1,3,3,3,+1,3,1,4,0,0.976,-0.006,0,0,0.006,0.009,0.951,-0.002,0,0,0.002,0.024
BOS,TOR,2,6,10,7,0,6,12,8,-3,5,11,7,0,12,10,6,+4,4,10,6,-1,2,7,8,-1,11,4,8,+2,8,6,8,-1,14,9,6,-5,15,5,8,+4,3,6,5,0,11,4,9,+1,0.982,0.015,0,0.009,-0.015,0.021,1.0,0.0,0,0,0.0,0.0
BOS,TOR,3,10,7,6,+1,6,10,8,+1,10,8,8,+2,12,6,8,+1,4,7,6,-2,5,10,7,-1,11,9,8,-1,7,7,8,+1,11,13,7,-3,11,9,8,-1,3,4,6,-1,7,8,8,0,0.965,-0.002,0,0,0.002,0.002,0.872,0.128,0.004,0.004,-0.0,0.001
BOS,TOR,4,8,7,8,-1,6,13,8,-2,10,10,10,0,10,10,7,+2,2,9,5,-5,4,9,9,0,11,5,11,+4,8,10,8,-3,5,11,7,0,19,5,8,+6,3,3,6,0,10,6,10,-1,0.992,0.008,0,0,-0.008,0.008,0.996,0.004,0,0,-0.004,0.004
HZS,GLA,1,7,5,6,+1,10,7,8,0,7,7,5,-1,11,6,8,-1,6,4,4,+1,1,6,6,+1,8,11,5,+3,5,10,6,-2,7,10,7,-4,6,5,5,0,7,6,5,+1,2,1,8,+1,0.595,0.405,0,0,0.0,-0.0,0.595,0.359,0,0.015,0.046,-0.046
HZS,GLA,2,10,11,8,+2,1,12,7,-2,9,11,8,-1,14,9,6,+5,3,8,5,-2,6,9,8,-1,14,5,8,+4,5,10,9,-4,11,9,8,-1,14,4,7,-1,5,7,6,0,13,6,9,+2,1.0,-0.032,0,0,0.032,-0.016,1.0,-0.03,0,0,0.03,-0.015
HZS,GLA,3,12,5,7,-1,5,7,8,+2,9,4,5,+2,8,6,7,-1,5,5,4,-1,6,5,9,+2,12,8,6,+4,5,7,5,+1,4,11,4,-5,3,8,7,-1,1,7,6,-1,7,9,8,-1,0.667,0.31,0,0.023,0.022,-0.022,0.465,0.335,0,0.064,-0.005,0.199
HZS,GLA,4,9,1,5,+1,7,1,3,+1,9,2,4,+2,1,1,4,0,3,0,2,0,3,2,3,+1,5,5,3,+1,1,6,3,-1,0,6,3,-3,0,6,3,0,0,5,3,-1,1,4,4,-1,0.921,0.079,0,0,-0.079,0.079,1.0,0.0,0.041,0.007,0.0,0.0
VAL,GZC,1,2,6,5,0,2,8,6,0,5,8,6,-4,5,3,4,+2,0,6,3,-1,3,6,4,-1,2,4,4,-2,6,3,6,0,7,4,4,+2,7,2,5,+1,8,1,3,+2,5,4,5,0,0.253,0.747,0,0.006,0.0,0.0,0.467,0.533,0,0,0.0,-0.0
VAL,GZC,2,8,3,7,+2,2,8,8,+2,3,10,8,-6,1,6,5,-1,3,5,3,-2,4,9,8,-1,7,5,7,+1,8,3,6,+2,9,5,7,+1,6,1,6,-1,3,3,3,0,8,4,9,+3,1.0,0.0,0.001,0,0.001,-0.001,1.0,0.0,0.341,0,0.0,0.003
VAL,GZC,3,12,5,8,+2,3,7,8,+1,3,10,7,-2,1,6,3,0,2,6,4,-1,2,7,7,-2,6,5,7,+2,5,3,8,0,9,3,8,+1,7,6,5,-2,2,3,4,-1,12,3,8,+2,0.899,0.101,0.001,0,-0.0,0.0,0.799,0.201,0.036,0.008,-0.0,0.0
VAL,GZC,4,8,7,9,0,8,6,10,0,8,7,10,+1,11,8,8,+4,5,5,5,-2,8,7,8,-3,7,9,9,0,4,10,9,+1,7,10,7,-1,4,5,7,+2,3,8,7,-2,11,7,10,0,0.855,0.145,0,0,0.0,-0.0,1.0,-0.012,0,0,0.012,-0.004
NYE,SEO,1,4,2,5,0,2,1,3,-1,8,2,5,+4,6,1,3,+1,5,0,3,+1,5,0,3,0,6,3,3,+1,0,6,4,-2,0,8,3,0,1,4,4,-1,0,6,3,-3,1,4,4,0,1.0,0.0,0,0,0.0,0.0,0.97,0.03,0,0,-0.03,0.03
NYE,SEO,2,9,3,4,+2,5,4,3,+3,7,6,4,+1,3,5,2,0,0,2,2,-1,3,3,4,-1,7,3,4,+1,1,8,3,-4,2,4,4,+1,1,4,3,-2,5,4,2,-1,7,5,4,+1,0.49,0.283,0,0,0.219,-0.106,0.664,0.081,0,0,-0.081,0.081
NYE,SEO,3,5,1,3,+2,1,3,2,-1,1,3,4,-1,3,0,3,0,1,1,2,0,2,2,4,+1,4,2,3,0,2,4,3,-1,0,3,2,-1,1,1,3,0,2,1,2,+1,1,2,4,0,0.381,0.619,0,0,-0.017,0.017,1.0,-0.012,0,0,0.012,-0.009
NYE,SEO,4,10,4,6,-1,5,2,6,+1,9,4,7,+2,8,3,6,0,6,2,5,0,3,2,5,0,3,9,3,-2,2,5,6,-1,2,9,6,-1,6,5,5,+2,3,6,4,-1,1,7,6,+1,1.0,0.0,0,0,0.0,0.0,0.972,0.028,0,0.011,-0.028,0.034
ATL,GLA,1,4,5,5,+3,3,4,4,0,2,7,5,-4,1,5,3,0,0,5,3,0,1,6,4,+1,12,1,5,+2,0,2,5,-1,5,3,4,0,5,1,4,0,1,3,2,-1,9,1,5,0,1.0,-0.027,0,0,0.027,-0.014,1.0,0.0,0,0,0.0,0.0
ATL,GLA,2,7,11,8,-2,9,6,7,0,5,10,7,-2,7,6,6,-1,6,6,6,+1,5,8,8,-2,9,7,8,0,4,8,7,0,11,8,6,+1,11,3,6,+3,7,6,5,0,4,7,7,+2,0.976,0.009,0,0.007,-0.009,0.026,1.0,0.0,0,0.008,0.0,0.001
ATL,GLA,3,4,9,5,-1,1,11,7,-1,1,10,5,-2,3,4,5,0,2,8,5,0,2,10,6,-1,11,3,6,+1,5,1,6,0,16,3,7,+2,9,2,8,+1,7,2,4,0,4,2,6,+1,0.716,-0.228,0,0,0.267,-0.178,0.618,0.106,0,0,0.276,-0.276
ATL,GLA,4,6,5,5,0,6,6,5,+2,4,12,6,-2,4,8,6,0,4,8,3,0,3,10,5,-2,11,4,5,+1,5,5,6,-1,11,6,7,0,9,2,4,+3,4,6,3,0,2,5,6,-1,0.979,0.006,0,0,-0.006,0.01,1.0,0.0,0,0,0.0,0.0
VAL,PHI,1,6,4,4,+1,2,6,4,-3,0,6,4,-2,2,3,3,+2,0,6,2,-2,2,4,4,0,6,1,4,+2,5,2,5,0,6,3,3,0,4,1,3,0,3,3,3,-1,5,2,4,+3,0.38,0.62,0,0,0.0,0.0,0.38,0.62,0,0,0.0,0.0
VAL,PHI,2,7,9,9,-2,6,9,7,+1,10,10,6,-2,7,4,6,+1,5,5,5,-1,4,8,8,0,10,6,7,+1,3,7,8,+1,9,9,10,+1,7,6,7,+2,7,5,5,-2,6,8,7,0,0.602,0.398,0,0.003,-0.0,0.0,0.755,0.245,0,0,-0.0,0.0
VAL,PHI,3,6,6,7,+3,13,4,7,+1,8,4,5,0,7,2,6,+2,2,2,5,-1,6,5,6,+1,5,8,6,+2,4,9,6,-2,2,13,5,-7,9,2,7,+2,2,3,5,-1,1,7,7,0,0.474,0.526,0,0,0.0,0.0,0.435,0.454,0,0.052,0.074,-0.074
VAL,PHI,4,8,4,5,-2,8,2,7,0,7,5,5,+1,4,2,5,0,5,4,3,-1,7,3,5,+1,3,4,6,+1,5,7,6,0,5,9,6,+2,3,4,6,+1,1,5,3,-1,4,7,5,+1,0.97,0.03,0,0,-0.03,0.03,1.0,0.0,0.626,0.024,0.0,0.0
VAL,PHI,5,8,6,8,+1,3,11,8,-3,2,11,7,-2,8,6,4,+3,2,9,3,-3,2,7,7,-1,12,4,7,+4,11,5,6,+2,10,8,7,-1,5,2,6,0,0,3,6,-1,9,4,7,+1,0.669,0.302,0,0,-0.104,0.119,1.0,-0.033,0,0.004,0.033,-0.033
