away_team,home_team,map,away_main_dps_kills,away_main_dps_deaths,away_main_dps_ults,away_main_dps_kdr,away_flex_dps_kills,away_flex_dps_deaths,away_flex_dps_ults,away_flex_dps_kdr,away_main_support_kills,away_main_support_deaths,away_main_support_ults,away_main_support_kdr,away_flex_support_kills,away_flex_support_deaths,away_flex_support_ults,away_flex_support_kdr,away_main_tank_kills,away_main_tank_deaths,away_main_tank_ults,away_main_tank_kdr,away_flex_tank_kills,away_flex_tank_deaths,away_flex_tank_ults,away_flex_tank_kdr,home_main_dps_kills,hom_main_dps_deaths,hom_main_dps_ults,hom_main_dps_kdr,home_flex_dps_kills,hom_flex_dps_deaths,hom_flex_dps_ults,hom_flex_dps_kdr,home_main_support_kills,hom_main_support_deaths,hom_main_support_ults,hom_main_support_kdr,home_flex_support_kills,hom_flex_support_deaths,hom_flex_support_ults,hom_flex_support_kdr,home_main_tank_kills,hom_main_tank_deaths,hom_main_tank_ults,hom_main_tank_kdr,home_flex_tank_kills,hom_flex_tank_deaths,hom_flex_tank_ults,hom_flex_tank_kdr,away_team_goats,away_team_Winston_goats,away_team_sombra_goats,away_team_ana_goats,away_team_dive,away_team_wrecking_crew,home_team_goats,home_team_Winston_goats,home_team_sombra_goats,home_team_ana_goats,home_team_dive,home_team_wrecking_crew
TOR,CDH,1,13,7,8,+1,3,6,9,-1,8,10,6,-1,10,4,5,+2,3,6,6,0,3,3,9,-1,10,6,8,+1,7,10,8,0,8,5,10,0,3,5,7,0,1,7,5,-1,6,8,8,0,0.211,0.676,0,0,0.112,-0.055,0.0,0.789,0,0,-0.789,0.789
TOR,CDH,2,1,1,2,0,3,1,2,+1,4,1,1,+2,3,1,2,+1,4,1,1,+2,4,1,2,+2,0,2,2,0,3,5,1,-3,0,7,1,-3,2,1,1,-1,0,3,1,0,1,1,2,-1,1.0,-0.011,0.989,0,0.011,-0.011,0.435,-0.021,0,0.018,0.021,-0.021
TOR,CDH,3,8,10,8,+2,4,7,7,-1,4,12,4,-3,3,12,5,-1,2,9,4,-2,8,8,7,-1,14,5,8,+1,15,8,8,+4,9,3,10,+2,11,5,7,+1,1,5,9,-1,6,7,6,-1,0.081,0.719,0.009,0,0.167,-0.068,0.091,-0.212,0,0,0.212,-0.046
TOR,CDH,4,15,10,6,+1,4,8,7,+1,10,11,6,-1,13,7,5,+3,6,6,5,-3,6,8,8,-2,15,12,9,+4,15,11,8,+1,3,10,8,-4,5,8,9,-1,4,6,7,-1,8,7,8,+2,0.346,0.654,0.097,0,0.0,-0.0,0.141,-0.112,0.06,0,0.112,0.316
PAR,VAN,1,6,10,8,0,5,11,8,-1,8,10,6,+2,8,10,8,+2,8,9,7,0,5,9,9,+2,16,7,9,-1,8,8,9,-3,3,14,7,-5,12,2,6,+3,7,5,6,0,8,4,8,+1,0.574,0.13,0,0,0.148,-0.141,0.669,0.031,0,0,0.2,-0.198
PAR,VAN,2,2,12,9,-2,4,14,6,-2,8,11,8,+2,10,9,6,+1,3,13,5,-2,4,11,9,0,15,5,9,+2,10,6,9,-3,11,6,8,+3,15,4,8,+3,6,3,4,-1,11,8,9,-1,0.943,0.055,0,0.004,-0.002,0.017,1.0,0.0,0,0,0.0,0.0
PAR,VAN,3,9,7,6,+1,5,9,7,-3,5,10,5,-2,4,10,7,0,2,11,5,-1,4,13,7,-3,9,3,7,0,11,6,7,+2,9,8,7,+1,16,1,6,+4,6,5,5,0,9,5,7,+1,1.0,0.0,0,0,0.0,0.0,0.989,-0.007,0,0,0.007,-0.007
PAR,VAN,4,2,13,7,-1,4,14,7,-5,4,15,7,-2,9,12,6,+3,6,12,6,0,3,15,7,-1,16,2,10,+3,10,4,7,-1,13,9,11,-2,11,4,7,+2,7,6,5,0,17,5,8,+4,0.98,0.02,0.01,0.014,-0.02,0.035,1.0,-0.013,0,0,0.013,-0.009
NYE,SFS,1,6,4,5,+4,3,4,7,0,5,6,4,-3,8,4,5,+1,3,4,4,0,10,4,6,+3,9,3,7,+1,3,6,6,0,4,6,5,-2,3,9,6,0,2,5,3,-3,5,7,5,-1,1.0,0.0,0,0,0.0,0.0,0.994,0.006,0,0,-0.006,0.006
NYE,SFS,2,8,5,12,+3,6,5,7,+1,7,9,9,-2,6,5,7,+1,4,3,6,-2,11,4,9,+2,9,6,10,-2,2,8,9,-3,10,10,8,+1,8,8,8,0,1,4,7,0,3,7,11,+1,0.997,0.003,0,0.006,-0.003,0.003,1.0,0.0,0,0,0.0,0.0
NYE,SFS,3,12,5,10,-1,6,7,8,0,9,11,7,-5,15,8,8,-1,5,2,7,0,11,7,11,+3,9,7,10,+3,1,11,8,-2,5,14,8,-1,8,9,8,+2,3,10,6,+1,9,9,9,0,0.851,0.149,0.005,0.003,0.0,0.0,0.964,0.036,0,0,-0.036,0.036
NYE,SFS,4,11,4,10,+3,3,5,7,-3,9,6,8,-1,8,4,7,+3,4,4,6,0,7,5,8,+3,8,5,7,+2,5,7,7,-1,5,10,6,-1,7,5,5,+1,0,9,4,-4,3,6,8,-2,1.0,0.0,0,0.01,0.0,0.005,0.944,0.047,0,0,-0.047,0.047
DAL, SHD,1,7,8,7,0,3,8,7,-2,13,10,7,0,6,5,7,+1,7,4,5,+1,3,6,7,-3,7,7,6,0,4,8,8,0,8,11,7,+1,14,6,6,+3,5,3,4,0,3,4,8,-1,0.459,0.494,0.384,0,0.047,-0.023,0.0,5.564,5.564,5.564,-5.564,5.782
DAL, SHD,2,11,4,6,+2,11,5,5,+2,10,6,5,+3,7,5,7,0,4,4,4,-1,9,4,5,-1,8,8,5,+3,1,12,4,-3,5,14,5,-5,3,3,5,0,7,5,3,0,5,10,5,0,1.0,0.0,1.0,0,0.0,0.0,0.0,6.0,6.0,6.0,-6.0,6.0
DAL, SHD,3,9,4,9,+1,4,2,7,+1,7,5,6,-2,15,3,6,+1,4,2,5,+1,10,2,8,+2,8,8,6,+2,3,11,6,-2,2,11,6,-3,3,7,6,-2,2,4,5,+1,1,8,7,0,0.99,0.01,0,0.001,-0.01,0.01,0.0,6.0,6.0,6.0,-6.0,6.0
DAL, SHD,4,13,11,7,+2,6,11,8,+1,7,14,8,-6,8,7,10,-2,9,5,4,+2,10,11,9,0,16,10,8,+1,6,9,8,-2,13,13,7,-1,11,3,10,+3,2,8,3,0,12,10,8,+2,1.0,0.0,1.0,0.006,0.0,0.003,0.0,6.0,6.0,6.0,-6.0,6.0
VAL,HOU,1,7,5,5,+2,8,10,6,-1,7,9,4,+1,12,5,5,+4,3,8,3,0,7,8,8,0,14,9,8,+2,6,10,7,-4,12,8,7,0,7,5,9,0,4,4,3,0,1,8,6,-4,0.329,0.671,0,0.032,0.0,0.006,0.39,-0.041,0.349,0,0.041,0.57
VAL,HOU,2,9,7,8,+1,4,9,11,-3,12,10,11,+2,13,6,9,-2,4,8,5,-2,10,11,9,-1,9,9,10,+1,7,10,10,0,8,11,9,+2,13,7,8,+2,8,8,5,0,6,7,9,0,0.917,0.083,0,0.006,-0.008,0.008,1.0,0.0,0,0,0.0,0.0
VAL,HOU,3,11,9,8,+2,12,11,9,-1,11,10,10,+2,11,6,8,+3,8,9,5,+1,10,10,8,0,6,11,9,-2,7,10,10,-3,8,13,9,-1,7,10,10,-3,10,6,6,+1,9,13,8,-2,0.673,0.327,0,0.036,-0.006,0.007,0.963,0.037,1.0,0.001,-0.037,0.038
VAL,HOU,4,7,5,7,-1,7,7,8,+1,5,9,5,+1,4,5,3,0,1,7,3,-1,11,9,5,+1,8,7,6,0,5,9,5,-1,9,10,5,+2,5,2,7,-1,11,4,3,0,4,2,6,-1,0.963,0.037,0,0.001,0.0,-0.0,1.0,0.0,1.0,0.001,0.0,0.0
SEO,WAS,1,8,1,5,+1,4,2,5,+1,5,2,5,+2,1,2,4,-1,2,3,4,-1,8,0,5,+1,2,5,5,+1,2,6,4,-2,3,6,3,-1,2,4,5,+1,0,4,3,0,1,3,4,-2,SEO,WAS,2,13,5,7,+5,5,5,6,+1,6,7,8,-2,11,3,5,+1,9,4,4,-2,7,4,7,+4,7,8,7,-1,5,8,6,0,6,14,6,-7,4,10,5,0,1,3,4,+1,6,8,6,0,SEO,WAS,3,9,3,7,+2,6,5,7,-1,5,6,7,-3,7,4,6,+3,5,2,4,0,4,4,5,-1,2,9,6,-2,8,8,6,+2,5,9,6,-3,6,3,7,+3,1,3,5,+1,2,4,7,-1,SEO,WAS,4,7,7,8,-1,3,7,7,-4,5,11,8,-5,11,6,7,+3,5,7,6,+2,5,8,7,+1,18,7,7,+1,5,8,8,-2,7,6,10,+3,7,6,6,0,4,4,6,+1,5,5,8,+1,GZC,GLA,1,11,2,5,0,2,3,4,-2,3,3,4,-1,14,0,5,+3,6,1,3,-1,4,1,6,+1,2,6,3,-1,3,10,5,+1,2,8,2,+1,1,5,3,+1,2,8,3,-2,0,4,5,0,0.0,0.539,0,0,0.0,0.0,0.396,0.599,0,0.482,0.005,-0.003
GZC,GLA,2,3,2,10,0,7,6,9,0,5,11,6,-6,4,5,8,0,7,5,7,+1,8,4,9,+1,9,4,9,+2,4,7,9,+3,2,7,8,-2,11,4,8,+2,2,7,7,-1,5,5,9,0,1.0,0.0,0,0,0.0,0.002,0.986,0.014,0,0.012,-0.014,0.016
GZC,GLA,3,3,6,7,0,6,6,6,+1,10,5,6,+1,1,3,6,+1,2,6,4,-1,2,7,7,-2,12,3,9,+2,3,5,7,-1,5,6,5,-2,3,1,8,0,4,6,5,-1,6,3,8,+2,0.796,0.188,0.004,0.001,0.0,0.013,0.619,0.381,0,0.062,-0.067,0.067
GZC,GLA,4,7,6,9,0,7,6,7,-1,5,10,6,-2,6,6,6,+2,7,5,7,-1,8,3,8,+2,14,6,9,+1,1,7,10,+1,6,11,9,-1,4,3,9,0,4,8,5,0,5,6,7,-1,0.985,-0.012,0,0,0.015,-0.015,1.0,0.0,0,0,0.0,0.005
HZS,TOR,1,9,5,5,0,1,8,5,-3,9,4,6,0,5,7,6,+3,8,4,4,+2,4,3,5,0,6,7,5,-2,2,6,6,+1,10,9,5,-1,5,8,6,-2,5,5,4,+2,3,2,6,0,0.593,0.393,0,0.015,0.014,-0.014,0.593,0.399,0,0,0.008,-0.004
HZS,TOR,2,6,8,6,+1,4,11,7,-1,3,8,7,-4,8,12,6,-1,2,8,5,-1,4,10,7,+1,19,4,8,0,12,3,6,+3,6,9,3,-1,6,5,8,+3,4,5,4,0,10,1,6,0,0.726,0.003,0,0.008,-0.003,0.14,0.995,-0.001,0.994,0,0.001,0.001
HZS,TOR,3,8,6,6,+1,4,8,7,-3,8,6,7,0,10,7,7,+1,1,8,5,-2,5,7,7,-1,11,9,7,0,3,8,8,-1,8,10,8,+1,11,7,5,+4,0,2,6,0,6,2,8,0,0.747,0.253,0,0.011,-0.0,0.0,0.692,0.292,0.009,0,0.006,0.002
HZS,TOR,4,9,8,7,0,3,12,6,-2,9,13,5,-2,7,11,7,-2,4,8,4,-2,4,10,7,+2,9,5,9,0,6,6,7,+1,17,7,8,-1,9,7,7,+2,4,5,3,0,13,5,7,+3,1.0,0.0,0,0.014,0.0,0.007,0.998,-0.004,0,0,0.004,0.004
PAR,SFS,1,2,6,6,-1,0,5,6,-2,5,5,4,+3,6,4,6,+2,4,6,4,-1,2,6,5,0,5,3,7,0,6,2,6,+1,6,5,4,0,7,3,4,0,2,3,4,-1,4,5,5,-1,0.496,0.504,0,0,0.0,0.016,0.496,0.504,0,0,0.0,0.0
PAR,SFS,2,5,9,7,-2,2,10,7,-1,0,12,5,-4,2,7,6,+1,2,9,6,0,1,10,6,0,14,2,9,+1,9,1,8,0,14,3,10,+1,12,2,8,+3,1,2,5,-1,7,1,7,+2,1.0,0.0,0,0.009,0.0,0.0,1.0,0.0,0,0,0.0,0.0
PAR,SFS,3,8,9,6,+2,3,8,8,-2,2,9,6,-2,5,7,8,0,4,8,5,-3,3,8,8,-1,9,5,8,+2,5,2,8,-1,9,7,7,+1,9,4,5,0,6,4,4,+2,10,3,6,+2,0.943,-0.008,0,0,0.065,-0.06,0.922,-0.078,0,0.016,0.078,-0.078
PAR,SFS,4,3,8,6,-1,6,4,7,+1,4,7,8,-3,9,6,6,0,8,4,5,0,5,5,6,+1,11,7,8,0,1,6,6,+1,6,8,8,-2,9,5,6,+1,3,4,5,+1,3,6,8,+1,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0.021,0,0.0,0.0
LDN, SHD,1,6,1,4,0,4,2,4,+1,8,2,3,+3,5,0,3,+1,3,1,2,+1,2,1,3,0,1,3,3,-1,0,4,4,-1,3,6,3,-4,1,4,2,0,1,5,3,0,1,6,3,0,0.6,0.4,0,0,0.0,0.0,0.0,6.0,6.0,6.0,-6.0,6.0
LDN, SHD,2,3,12,5,0,9,9,5,0,4,13,4,-2,2,8,6,-1,3,5,4,0,3,9,6,0,20,2,6,+1,6,4,8,0,13,6,6,+2,8,5,6,-3,3,3,3,+1,6,4,5,+2,1.0,-0.077,0.883,0,0.077,-0.073,0.0,6.0,6.0,6.0,-6.0,6.0
LDN, SHD,3,3,0,2,0,3,0,2,+1,7,0,2,+2,4,0,2,+1,2,0,1,+1,2,0,3,+1,0,3,2,0,0,4,2,0,0,5,1,0,0,3,3,-2,0,2,1,0,0,4,1,-4,0.264,0.736,0,0,0.0,0.0,0.0,6.0,6.0,6.0,-6.0,6.0
LDN, SHD,4,2,10,4,0,3,10,4,+2,2,13,4,-4,3,8,3,0,1,7,2,-1,4,9,3,-4,13,0,5,+3,10,2,4,0,7,6,5,+2,10,2,4,+1,6,2,3,+1,10,2,4,0,1.0,0.0,0.589,0,0.0,0.0,0.0,5.951,5.951,5.951,-5.951,5.975
LDN, SHD,5,20,7,6,+4,7,7,8,0,10,10,5,0,6,6,6,+1,0,10,5,-4,8,11,7,+1,14,10,7,0,11,10,7,+1,12,7,6,+1,10,5,5,+2,0,7,7,-3,4,11,7,-3,0.428,-0.048,0,0,0.575,-0.232,0.0,2.134,2.134,2.134,-2.134,4.06
FLA,BOS,1,6,5,3,0,4,6,4,-3,4,7,2,-1,2,2,5,0,4,4,2,0,1,2,4,-1,4,3,4,+2,5,4,4,0,7,5,4,+1,6,3,3,+2,2,3,2,-1,2,3,5,+1,0.965,0.035,1.0,0,-0.035,0.046,1.0,0.0,0,0,0.0,0.0
FLA,BOS,2,3,7,6,0,1,7,5,-2,6,10,6,0,3,7,6,0,0,8,4,-4,5,7,6,+1,7,2,6,+1,7,5,5,+1,10,5,6,0,10,3,4,+2,2,1,4,0,9,3,3,+1,0.937,0.05,0.034,0,0.014,-0.014,1.0,0.0,0,0,0.0,0.0
FLA,BOS,3,6,7,10,+2,6,9,10,-1,7,11,5,0,12,6,7,+2,3,7,5,+1,10,8,10,-2,7,7,9,+1,7,7,9,-1,18,11,9,+1,8,8,9,0,3,4,7,0,5,7,10,-3,0.967,0.027,0.46,0,-0.027,0.027,0.93,0.07,0,0.004,-0.07,0.07
FLA,BOS,4,7,9,8,-2,6,8,7,0,10,10,6,+2,8,6,8,+1,9,6,6,-1,8,9,8,-1,10,6,7,+2,6,9,7,-3,10,11,7,-1,11,6,5,+2,2,10,5,-2,9,7,8,+3,1.0,-0.044,0.956,0,0.044,-0.022,0.96,0.04,0.012,0,-0.04,0.04
VAN,CDH,1,10,3,4,+3,5,3,5,0,7,5,4,+1,7,2,4,-1,4,4,3,-1,7,4,5,0,3,7,4,-2,12,8,5,+4,6,5,6,0,0,7,6,-1,0,7,4,-2,0,6,5,-1,0.609,0.391,0,0,0.0,-0.0,0.0,0.391,0,0,-0.391,0.391
VAN,CDH,2,3,4,4,-1,3,5,4,0,6,9,4,-1,2,6,4,0,0,5,3,0,3,10,6,-3,10,2,8,+4,5,5,8,-2,12,4,6,0,9,2,6,+3,0,1,7,0,3,3,4,0,0.0,0.834,0,0,0.03,-0.01,0.0,-0.223,0,0,0.223,0.166
VAN,CDH,3,14,5,9,+1,6,7,9,+1,7,12,8,-1,3,2,8,+1,5,7,5,-1,11,8,8,0,7,9,7,-1,10,10,8,0,9,11,7,-1,7,9,7,-1,1,3,7,-1,7,6,10,0,0.608,0.181,0,0,0.18,-0.18,0.625,-0.083,0,0,0.083,-0.007
VAN,CDH,4,13,6,8,+1,6,1,9,+2,7,10,8,-3,12,4,8,+3,4,7,5,0,8,7,6,+1,7,10,7,-3,1,11,9,-2,10,11,8,-2,6,4,6,+1,2,5,6,0,9,9,8,+2,0.993,-0.189,0,0,0.189,-0.189,0.873,-0.1,0.005,0,0.1,0.017
VAN,CDH,5,3,2,5,-1,5,2,7,+1,4,5,6,+2,9,0,5,+3,4,5,4,0,5,3,7,+2,5,4,6,+1,2,5,7,-2,1,11,5,-4,6,3,5,-1,1,5,4,-1,2,4,5,-1,0.76,0.24,0,0,0.0,0.002,0.516,0.484,0,0,-0.484,0.484
WAS,PAR,1,1,3,3,0,0,6,3,0,3,7,2,-4,4,5,2,0,4,1,2,0,1,6,2,0,4,3,3,+1,4,2,4,0,5,3,4,-1,5,0,3,+1,4,3,2,-1,6,2,3,+4,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0
WAS,PAR,2,8,9,10,-2,6,6,8,0,4,7,10,-4,12,3,9,+4,5,2,8,+2,8,6,10,+1,7,8,11,+2,1,10,10,-4,6,9,8,-1,5,5,8,+1,6,6,7,+1,8,6,9,0,1.0,-0.012,0,0,0.012,-0.006,0.996,-0.001,0,0,0.001,0.004
WAS,PAR,3,10,9,9,-2,2,9,7,-4,7,11,6,-4,17,4,8,+2,6,7,6,0,4,6,9,-1,9,11,8,+2,8,9,9,+2,7,7,9,-1,12,5,8,+5,4,6,6,0,6,8,8,+1,0.999,-0.03,0,0,0.03,-0.015,0.823,-0.005,0.041,0,0.005,0.173
WAS,PAR,4,7,3,8,+2,2,5,6,-1,5,6,7,-2,9,2,6,+1,0,3,5,-1,8,0,8,+2,0,7,7,-3,1,6,7,0,4,5,8,-1,8,5,8,-1,5,4,5,+3,1,4,8,+1,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.002
LDN,SEO,1,5,7,5,-1,0,5,8,0,6,7,6,0,1,6,5,-1,1,5,5,-1,3,5,7,0,4,3,7,0,7,2,7,0,9,4,7,+1,8,3,6,+2,4,3,4,0,2,2,6,0,0.641,0.342,0,0,0.017,-0.017,0.641,0.359,0,0,0.0,0.0
LDN,SEO,2,5,8,8,-3,5,8,8,0,8,12,8,0,9,7,6,+1,2,4,6,0,3,8,7,-1,9,6,8,+1,5,6,9,-1,9,8,9,0,16,3,6,+6,3,3,5,0,5,6,6,-3,1.0,0.0,0,0.004,0.0,0.002,1.0,0.0,0,0.003,0.0,0.001
LDN,SEO,3,8,8,6,+1,6,9,7,-1,5,10,7,-4,10,5,6,+2,3,5,4,0,7,8,6,0,11,5,8,+1,9,9,9,0,2,9,8,-3,12,3,6,+3,6,6,5,0,5,7,7,+1,0.845,0.096,0,0,0.058,-0.029,0.85,-0.001,0.05,0,0.001,0.064
LDN,SEO,4,5,8,7,+1,4,11,7,-4,6,14,6,-2,10,9,6,+1,2,7,4,-2,2,10,7,-1,15,6,7,-1,3,5,9,+2,14,6,8,+2,11,2,6,+1,5,4,6,+2,10,6,5,+1,0.962,0.034,0,0,-0.034,0.036,1.0,0.0,0.631,0,0.0,0.0
BOS,DAL,1,3,5,6,-1,2,10,6,0,6,12,4,-7,4,6,5,-1,4,9,4,-1,3,7,4,-2,7,5,5,+2,7,4,6,+1,9,5,6,+1,6,2,6,+1,12,1,4,+6,8,4,5,+1,0.572,0.4,0,0,-0.013,0.027,0.614,0.385,0.612,0,0.001,-0.001
BOS,DAL,2,6,7,6,0,1,11,7,-1,6,14,4,-7,5,10,8,+1,0,9,4,0,7,7,9,0,18,3,8,+2,1,7,8,-2,18,4,8,+4,8,4,10,+2,6,3,3,0,7,4,7,+1,0.999,-0.022,0,0,0.022,-0.01,1.0,0.0,1.0,0,0.0,0.0
BOS,DAL,3,5,7,7,0,6,8,6,-1,2,11,6,-3,14,8,6,+2,8,7,6,+2,12,7,8,+1,11,6,7,+1,6,8,8,-3,10,9,9,0,5,8,9,0,6,6,6,0,5,11,6,+1,0.998,0.002,0.029,0,-0.002,0.017,0.997,0.003,1.0,0.007,-0.003,0.006
BOS,DAL,4,11,4,6,0,7,3,5,+3,7,6,6,-2,8,2,5,0,5,3,5,0,8,7,7,+4,7,6,6,0,4,7,6,0,4,9,5,-1,3,7,7,-3,5,7,3,0,2,10,6,-1,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0.917,0,0.0,0.0
BOS,DAL,5,17,3,5,+1,6,5,6,-2,12,6,5,-3,8,3,4,+2,4,3,4,+1,5,4,4,0,2,10,4,-2,3,10,6,0,5,10,4,-1,5,9,5,+1,4,6,3,+1,4,9,5,+2,0.568,0.428,0,0.03,0.004,-0.002,0.503,0.497,0.336,0.004,-0.065,0.082
ATL,CDH,1,0,5,4,0,3,6,1,-1,2,8,2,-1,2,5,2,0,2,7,2,0,2,8,4,-6,8,1,4,0,13,2,4,+5,6,1,5,+1,8,0,2,+2,0,3,2,0,3,4,2,0,0.487,-0.241,0,0,0.754,-0.457,0.0,0.0,0,0,0.0,0.0
ATL,CDH,2,15,6,11,+4,15,6,9,0,8,7,7,0,8,7,7,+3,3,8,6,-2,7,9,11,+1,12,8,7,+2,7,9,11,+2,9,13,11,-7,4,10,10,-1,3,9,6,-2,7,10,10,0,0.541,0.444,0,0,0.015,-0.015,0.597,-0.002,0,0,0.002,-0.002
ATL,CDH,3,2,4,2,-1,1,5,1,0,1,6,1,-2,4,5,1,0,0,5,1,0,0,3,1,-1,8,1,2,+1,8,1,2,+1,2,1,2,0,6,2,2,+1,0,1,1,0,3,1,2,+1,0.162,-0.208,0,0.147,0.853,-0.404,0.0,-0.807,0,0,0.807,-0.307
ATL,CDH,4,19,9,9,+2,6,7,6,-1,10,9,7,0,12,6,7,+1,7,5,5,0,8,8,6,-1,5,11,6,-1,12,12,9,+4,9,13,7,-2,10,6,9,+1,1,9,6,-4,5,13,7,+1,1.0,0.0,0,0.008,0.0,0.0,0.535,-0.104,0,0.164,0.104,-0.05
ATL,CDH,5,0,6,3,-2,2,5,3,+2,3,11,2,-5,3,5,3,+1,2,7,2,-2,2,9,5,0,9,2,5,0,7,3,4,+2,6,3,4,0,10,2,3,+2,4,1,3,+1,7,1,3,+1,1.0,0.0,0,0,0.0,0.0,0.948,0.052,0,0,-0.052,0.052
PHI,PAR,1,4,5,6,0,4,9,6,-1,5,11,5,-1,8,4,5,+1,0,6,4,-1,5,9,6,-2,11,3,7,+2,5,7,7,+2,7,7,5,-2,8,3,5,0,7,2,4,0,6,4,6,+2,1.0,0.0,0.003,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0
PHI,PAR,2,10,6,7,-1,5,6,8,+1,12,6,9,+2,9,2,6,+3,5,4,5,+2,7,6,7,0,5,10,7,-1,1,8,6,0,8,11,6,-4,9,7,5,-1,3,6,4,-2,4,7,6,+1,1.0,-0.002,0,0,0.002,-0.001,1.0,0.0,0.005,0,0.0,0.022
PHI,PAR,3,5,1,3,0,5,1,3,+1,4,1,4,+3,4,1,3,+1,1,0,2,0,7,1,3,0,0,6,2,-2,2,5,3,-1,1,6,2,-2,0,3,2,-1,2,1,2,+1,0,5,3,0,0.333,0.667,0,0,0.0,0.0,0.924,0.076,0,0,-0.076,0.117
PHI,PAR,4,9,2,6,+3,1,6,7,-1,18,5,7,+3,6,2,5,+1,6,3,5,0,10,5,7,0,1,10,5,-1,1,10,6,-2,7,10,7,+3,1,8,5,-2,2,6,4,-1,8,7,6,-3,0.722,0.266,0,0,0.012,-0.006,0.986,0.014,0,0,-0.014,0.014
WAS,FLA,1,8,6,11,+2,10,7,10,-2,3,7,10,-3,5,6,9,+1,5,4,5,+1,6,5,8,+2,4,4,11,0,5,7,10,-2,8,11,8,-1,5,6,9,+1,6,4,4,+1,4,8,8,0,0.724,0.276,0,0,0.0,0.0,0.687,0.313,0,0.028,-0.037,0.053
WAS,FLA,2,13,7,9,+2,9,10,8,0,9,10,8,-2,8,7,9,-1,3,5,6,+1,7,5,8,0,13,9,8,0,7,5,11,0,9,11,9,+1,7,5,11,0,1,6,5,-3,11,8,9,+4,1.0,0.0,0,0.009,0.0,0.0,1.0,0.0,1.0,0.005,0.0,0.001
WAS,FLA,3,11,9,7,+5,10,10,6,-3,6,12,6,-2,8,10,7,0,3,8,4,0,3,9,8,-2,14,3,9,+3,10,9,8,+1,14,9,6,0,8,8,8,-1,5,7,4,0,6,5,7,-1,0.975,0.021,0,0.022,-0.021,0.023,0.992,0.008,0.827,0.004,-0.008,0.01
WAS,FLA,4,8,15,9,+1,4,16,9,-1,12,15,9,0,8,8,6,+1,5,10,8,-1,7,13,10,-4,11,7,15,+1,8,9,9,0,23,9,9,+4,11,7,15,+1,6,3,6,-2,13,11,8,-1,1.0,0.0,0.001,0,0.0,0.0,0.978,0.021,0.775,0,-0.021,0.021
WAS,FLA,5,8,3,5,+2,4,4,3,-1,6,4,5,0,4,1,3,0,2,0,3,+1,2,4,4,-1,5,5,5,+2,2,5,4,-1,6,5,3,+1,0,4,4,-1,0,4,3,-1,3,5,3,-1,0.697,0.303,0,0,0.0,0.0,0.377,0.56,0,0,-0.257,0.288
